segments.date,segments.device,campaign.name,metrics.impressions,metrics.clicks,metrics.ctr,metrics.average_cpc,metrics.cost_micros,metrics.conversions
2026-08-26,DESKTOP,01_Core_Exact_NY,16,3,0.1875,7833333.333333333,23500000,0.0
2026-08-26,DESKTOP,02_Professions_NY,1,0,0.0,0.0,0,0.0
2026-08-26,DESKTOP,Sales-Search-1,57,4,0.07017543859649122,9987500.0,39950000,0.0
2026-08-26,MOBILE,01_Core_Exact_NY,4,0,0.0,0.0,0,0.0
2026-08-26,MOBILE,Sales-Search-1,15,1,0.06666666666666667,5040000.0,5040000,0.0
2026-08-27,DESKTOP,01_Core_Exact_NY,16,1,0.0625,3780000.0,3780000,0.0
2026-08-27,DESKTOP,02_Professions_NY,1,0,0.0,0.0,0,0.0
2026-08-27,DESKTOP,Sales-Search-1,53,4,0.07547169811320754,20185000.0,80740000,0.0
2026-08-27,MOBILE,01_Core_Exact_NY,4,0,0.0,0.0,0,0.0
2026-08-27,MOBILE,Sales-Search-1,20,4,0.2,5272500.0,21090000,0.0
2026-08-28,DESKTOP,01_Core_Exact_NY,9,2,0.2222222222222222,5289112.0,10578224,0.0
2026-08-28,DESKTOP,02_Professions_NY,1,0,0.0,0.0,0,0.0
2026-08-28,DESKTOP,Sales-Search-1,46,1,0.021739130434782608,5470000.0,5470000,0.0
2026-08-28,MOBILE,01_Core_Exact_NY,3,1,0.3333333333333333,4240000.0,4240000,0.0
2026-08-28,MOBILE,Sales-Search-1,30,1,0.03333333333333333,2576139.0,2576139,0.0
2026-08-28,TABLET,Sales-Search-1,1,0,0.0,0.0,0,0.0
2026-08-29,DESKTOP,01_Core_Exact_NY,9,1,0.1111111111111111,11200000.0,11200000,0.0
2026-08-29,DESKTOP,Sales-Search-1,35,2,0.05714285714285714,8800000.0,17600000,0.0
2026-08-29,MOBILE,01_Core_Exact_NY,4,1,0.25,1450593.0,1450593,0.0
2026-08-29,MOBILE,Sales-Search-1,16,0,0.0,0.0,0,0.0
2026-08-29,TABLET,Sales-Search-1,1,0,0.0,0.0,0,0.0
2026-08-30,DESKTOP,01_Core_Exact_NY,1,0,0.0,0.0,0,0.0
2026-08-30,DESKTOP,Sales-Search-1,33,1,0.030303030303030304,6610000.0,6610000,0.0
2026-08-30,MOBILE,01_Core_Exact_NY,3,0,0.0,0.0,0,0.0
2026-08-30,MOBILE,Sales-Search-1,9,1,0.1111111111111111,2680000.0,2680000,0.0
2026-08-31,DESKTOP,01_Core_Exact_NY,23,1,0.043478260869565216,8160000.0,8160000,0.0
2026-08-31,DESKTOP,Sales-Search-1,74,9,0.12162162162162163,11651111.111111112,104860000,0.0
2026-08-31,MOBILE,01_Core_Exact_NY,12,4,0.3333333333333333,4542500.0,18170000,0.0
2026-08-31,MOBILE,Sales-Search-1,21,1,0.047619047619047616,4560000.0,4560000,0.0
2026-08-31,TABLET,01_Core_Exact_NY,1,0,0.0,0.0,0,0.0
2026-08-31,TABLET,Sales-Search-1,2,0,0.0,0.0,0,0.0
2026-09-01,DESKTOP,01_Core_Exact_NY,18,3,0.16666666666666666,9966666.666666666,29900000,1.5
2026-09-01,DESKTOP,02_Professions_NY,4,1,0.25,8830000.0,8830000,0.0
2026-09-01,DESKTOP,Sales-Search-1,61,3,0.04918032786885246,17263333.333333332,51790000,0.5
2026-09-01,MOBILE,01_Core_Exact_NY,6,0,0.0,0.0,0,0.0
2026-09-01,MOBILE,Sales-Search-1,26,2,0.07692307692307693,5780000.0,11560000,0.0
