segments.date,segments.device,campaign.name,metrics.impressions,metrics.clicks,metrics.ctr,metrics.average_cpc,metrics.cost_micros,metrics.conversions
2026-03-01,DESKTOP,Sales-Search-1,21,0,0.0,0.0,0,0.0
2026-03-01,MOBILE,Sales-Search-1,15,2,0.13333333333333333,2395000.0,4790000,0.0
2026-03-02,DESKTOP,Sales-Search-1,28,1,0.03571428571428571,4135100.0,4135100,0.0
2026-03-02,MOBILE,Sales-Search-1,16,4,0.25,2623763.75,10495055,0.0
2026-03-02,TABLET,Sales-Search-1,4,0,0.0,0.0,0,0.0
2026-03-03,DESKTOP,Sales-Search-1,52,5,0.09615384615384616,9876612.6,49383063,0.0
2026-03-03,MOBILE,Sales-Search-1,34,5,0.14705882352941177,5484812.4,27424062,0.0
2026-03-03,TABLET,Sales-Search-1,2,0,0.0,0.0,0,0.0
2026-03-04,DESKTOP,Sales-Search-1,39,2,0.05128205128205128,15425000.0,30850000,0.0
2026-03-04,MOBILE,Sales-Search-1,156,5,0.03205128205128205,4460923.0,22304615,1.0
2026-03-04,TABLET,Sales-Search-1,1,0,0.0,0.0,0,0.0
2026-03-05,DESKTOP,Sales-Search-1,46,0,0.0,0.0,0,0.0
2026-03-05,MOBILE,Sales-Search-1,128,7,0.0546875,4467001.285714285,31269009,0.0
2026-03-06,DESKTOP,Sales-Search-1,35,5,0.14285714285714285,4485789.6,22428948,0.0
2026-03-06,MOBILE,Sales-Search-1,108,7,0.06481481481481481,3788971.285714286,26522799,0.0
2026-03-07,DESKTOP,Sales-Search-1,21,1,0.047619047619047616,12100000.0,12100000,0.0
2026-03-07,MOBILE,Sales-Search-1,127,7,0.05511811023622047,4822939.571428572,33760577,0.0
2026-03-08,DESKTOP,Sales-Search-1,25,3,0.12,7156666.666666667,21470000,0.0
2026-03-08,MOBILE,Sales-Search-1,46,3,0.06521739130434782,5780000.0,17340000,0.0
2026-03-09,DESKTOP,Sales-Search-1,37,5,0.13513513513513514,6538480.6,32692403,1.0
2026-03-09,MOBILE,Sales-Search-1,37,5,0.13513513513513514,5765240.8,28826204,0.0
2026-03-09,TABLET,Sales-Search-1,1,1,1.0,6180000.0,6180000,0.0
2026-03-10,DESKTOP,Sales-Search-1,29,5,0.1724137931034483,8950000.0,44750000,1.0
2026-03-10,MOBILE,Sales-Search-1,19,2,0.10526315789473684,10408383.5,20816767,0.0
2026-03-11,DESKTOP,Sales-Search-1,20,2,0.1,6340000.0,12680000,1.0
2026-03-11,MOBILE,Sales-Search-1,30,0,0.0,0.0,0,0.0
2026-03-11,TABLET,Sales-Search-1,1,2,2.0,6680000.0,13360000,0.0
2026-03-12,DESKTOP,Sales-Search-1,19,3,0.15789473684210525,6326666.666666667,18980000,0.0
2026-03-12,MOBILE,Sales-Search-1,23,1,0.043478260869565216,3720000.0,3720000,0.0
2026-03-13,DESKTOP,Sales-Search-1,20,2,0.1,4905000.0,9810000,1.0
2026-03-13,MOBILE,Sales-Search-1,28,1,0.03571428571428571,2337575.0,2337575,0.0
2026-03-13,TABLET,Sales-Search-1,1,1,1.0,7651909.0,7651909,0.0
2026-03-14,DESKTOP,Sales-Search-1,26,1,0.038461538461538464,5292842.0,5292842,0.0
2026-03-14,MOBILE,Sales-Search-1,16,3,0.1875,4040000.0,12120000,0.0
2026-03-14,TABLET,Sales-Search-1,1,0,0.0,0.0,0,0.0
2026-03-15,DESKTOP,Sales-Search-1,34,5,0.14705882352941177,11998000.0,59990000,1.0
2026-03-15,MOBILE,Sales-Search-1,18,5,0.2777777777777778,7746000.0,38730000,0.0
2026-03-15,TABLET,Sales-Search-1,1,0,0.0,0.0,0,0.0
2026-03-16,DESKTOP,Sales-Search-1,48,4,0.08333333333333333,10645000.0,42580000,0.5
