segments.date,campaign.name,ad_group.name,search_term_view.search_term,search_term_view.status,segments.search_term_match_type,metrics.impressions,metrics.clicks,metrics.ctr,metrics.average_cpc,metrics.cost_micros,metrics.conversions
2026-07-14,Sales-Search-1,NY PLLC Formation,nys pllc formation,ADDED,EXACT,1,0,0.0,0.0,0,0.0
2026-07-14,Sales-Search-1,NY PLLC Formation,pllc,ADDED,EXACT,11,0,0.0,0.0,0,0.0
2026-07-14,Sales-Search-1,NY PLLC Formation,pllc formation new york,ADDED,EXACT,9,1,0.1111111111111111,16380000.0,16380000,0.0
2026-07-14,Sales-Search-1,NY PLLC Formation,pllc nys,ADDED,EXACT,3,0,0.0,0.0,0,0.0
2026-07-14,Sales-Search-1,NY PLLC Formation,new york pllc name requirements,NONE,PHRASE,1,0,0.0,0.0,0,0.0
2026-07-14,Sales-Search-1,NY PLLC Formation,capitol services,NONE,BROAD,2,0,0.0,0.0,0,0.0
2026-07-14,Sales-Search-1,NY PLLC Formation,foreign entity registration ny,NONE,BROAD,1,0,0.0,0.0,0,0.0
2026-07-14,Sales-Search-1,NY PLLC Formation,llc lawfirm,NONE,BROAD,1,0,0.0,0.0,0,0.0
2026-07-15,01_Core_Exact_NY,Formation-Core,form pllc new york,ADDED,EXACT,1,0,0.0,0.0,0,0.0
2026-07-15,01_Core_Exact_NY,Formation-Core,ny pllc formation,ADDED,EXACT,3,2,0.6666666666666666,10835000.0,21670000,0.0
2026-07-15,Sales-Search-1,NY PLLC Formation,nypllc,ADDED,EXACT,2,0,0.0,0.0,0,0.0
2026-07-15,Sales-Search-1,NY PLLC Formation,nys pllc formation,ADDED,EXACT,2,1,0.5,23910000.0,23910000,1.0
2026-07-15,Sales-Search-1,NY PLLC Formation,pllc,ADDED,EXACT,1,0,0.0,0.0,0,0.0
2026-07-15,Sales-Search-1,NY PLLC Formation,pllc formation,ADDED,EXACT,1,0,0.0,0.0,0,0.0
2026-07-15,Sales-Search-1,NY PLLC Formation,pllc formation new york,ADDED,EXACT,2,0,0.0,0.0,0,0.0
2026-07-15,Sales-Search-1,NY PLLC Formation,convert llc to pllc new york,NONE,PHRASE,2,1,0.5,11603133.0,11603133,0.0
2026-07-15,Sales-Search-1,NY PLLC Formation,fast filing services,NONE,BROAD,1,0,0.0,0.0,0,0.0
2026-07-15,Sales-Search-1,NY PLLC Formation,new york llc biennial statement filing,NONE,BROAD,1,0,0.0,0.0,0,0.0
2026-07-15,Sales-Search-1,NY PLLC Formation,ny file biennial statement,NONE,BROAD,1,0,0.0,0.0,0,0.0
2026-07-15,Sales-Search-1,NY PLLC Formation,nys corp formation,NONE,BROAD,1,0,0.0,0.0,0,0.0
2026-07-15,Sales-Search-1,NY PLLC Formation,servico,NONE,BROAD,1,0,0.0,0.0,0,0.0
