segments.date,segments.device,campaign.name,metrics.impressions,metrics.clicks,metrics.ctr,metrics.average_cpc,metrics.cost_micros,metrics.conversions
2026-07-22,DESKTOP,01_Core_Exact_NY,7,0,0.0,0.0,0,0.0
2026-07-22,DESKTOP,Sales-Search-1,48,3,0.0625,10840000.0,32520000,0.0
2026-07-22,MOBILE,01_Core_Exact_NY,6,1,0.16666666666666666,3970000.0,3970000,0.0
2026-07-22,MOBILE,Sales-Search-1,24,3,0.125,1540409.6666666667,4621229,0.0
2026-07-22,TABLET,Sales-Search-1,3,0,0.0,0.0,0,0.0
2026-07-23,DESKTOP,01_Core_Exact_NY,7,2,0.2857142857142857,12395000.0,24790000,0.0
2026-07-23,DESKTOP,Sales-Search-1,57,6,0.10526315789473684,6313977.166666667,37883863,0.0
2026-07-23,MOBILE,01_Core_Exact_NY,2,0,0.0,0.0,0,0.0
2026-07-23,MOBILE,Sales-Search-1,16,3,0.1875,3273333.3333333335,9820000,0.0
2026-07-24,DESKTOP,01_Core_Exact_NY,8,2,0.25,5645000.0,11290000,0.0
2026-07-24,DESKTOP,Sales-Search-1,48,2,0.041666666666666664,6475000.0,12950000,0.0
2026-07-24,MOBILE,01_Core_Exact_NY,1,0,0.0,0.0,0,0.0
2026-07-24,MOBILE,Sales-Search-1,9,1,0.1111111111111111,4870000.0,4870000,0.0
2026-07-25,DESKTOP,Sales-Search-1,17,4,0.23529411764705882,8417500.0,33670000,0.0
2026-07-25,MOBILE,Sales-Search-1,4,0,0.0,0.0,0,0.0
2026-07-26,DESKTOP,Sales-Search-1,10,1,0.1,9130000.0,9130000,0.0
2026-07-26,MOBILE,01_Core_Exact_NY,5,1,0.2,1760000.0,1760000,0.0
2026-07-26,MOBILE,Sales-Search-1,2,0,0.0,0.0,0,0.0
2026-07-27,DESKTOP,01_Core_Exact_NY,6,1,0.16666666666666666,10620000.0,10620000,0.0
2026-07-27,DESKTOP,Sales-Search-1,45,5,0.1111111111111111,8268000.0,41340000,0.0
2026-07-27,MOBILE,01_Core_Exact_NY,6,2,0.3333333333333333,714916.5,1429833,0.0
2026-07-27,MOBILE,Sales-Search-1,24,1,0.041666666666666664,7070000.0,7070000,0.0
2026-07-27,TABLET,Sales-Search-1,2,0,0.0,0.0,0,0.0
2026-07-28,DESKTOP,01_Core_Exact_NY,3,0,0.0,0.0,0,0.0
2026-07-28,DESKTOP,Sales-Search-1,30,1,0.03333333333333333,13130000.0,13130000,0.0
2026-07-28,MOBILE,01_Core_Exact_NY,7,3,0.42857142857142855,1353333.3333333333,4060000,0.0
2026-07-28,MOBILE,Sales-Search-1,13,0,0.0,0.0,0,0.0
2026-07-28,TABLET,Sales-Search-1,5,1,0.2,11600000.0,11600000,0.0
