segments.date,segments.device,campaign.name,metrics.impressions,metrics.clicks,metrics.ctr,metrics.average_cpc,metrics.cost_micros,metrics.conversions
2026-08-08,DESKTOP,01_Core_Exact_NY,3,0,0.0,0.0,0,0.0
2026-08-08,DESKTOP,Sales-Search-1,20,0,0.0,0.0,0,0.0
2026-08-08,MOBILE,01_Core_Exact_NY,1,0,0.0,0.0,0,0.0
2026-08-08,MOBILE,Sales-Search-1,9,1,0.1111111111111111,8520000.0,8520000,0.0
2026-08-09,DESKTOP,01_Core_Exact_NY,2,0,0.0,0.0,0,0.0
2026-08-09,DESKTOP,02_Professions_NY,2,1,0.5,11781596.0,11781596,0.0
2026-08-09,DESKTOP,Sales-Search-1,30,3,0.1,9746666.666666666,29240000,0.0
2026-08-09,MOBILE,01_Core_Exact_NY,6,1,0.16666666666666666,860000.0,860000,0.0
2026-08-09,MOBILE,02_Professions_NY,2,0,0.0,0.0,0,0.0
2026-08-09,MOBILE,Sales-Search-1,24,2,0.08333333333333333,2360714.0,4721428,0.0
2026-08-10,DESKTOP,01_Core_Exact_NY,8,0,0.0,0.0,0,0.0
2026-08-10,DESKTOP,Sales-Search-1,92,10,0.10869565217391304,10345465.1,103454651,1.0
2026-08-10,MOBILE,01_Core_Exact_NY,6,2,0.3333333333333333,1945000.0,3890000,0.0
2026-08-10,MOBILE,02_Professions_NY,3,0,0.0,0.0,0,0.0
2026-08-10,MOBILE,Sales-Search-1,34,3,0.08823529411764706,3930000.0,11790000,0.0
2026-08-11,DESKTOP,01_Core_Exact_NY,18,4,0.2222222222222222,10732161.0,42928644,1.0
2026-08-11,DESKTOP,02_Professions_NY,3,1,0.3333333333333333,13420000.0,13420000,0.0
2026-08-11,DESKTOP,Sales-Search-1,78,6,0.07692307692307693,14281598.333333334,85689590,0.301659
2026-08-11,MOBILE,01_Core_Exact_NY,8,0,0.0,0.0,0,0.0
2026-08-11,MOBILE,02_Professions_NY,2,0,0.0,0.0,0,0.0
2026-08-11,MOBILE,Sales-Search-1,34,4,0.11764705882352941,6795000.0,27180000,1.698341
2026-08-12,DESKTOP,01_Core_Exact_NY,10,1,0.1,2740000.0,2740000,0.0
2026-08-12,DESKTOP,Sales-Search-1,79,3,0.0379746835443038,5613333.333333333,16840000,0.0
2026-08-12,MOBILE,01_Core_Exact_NY,8,2,0.25,3415000.0,6830000,0.0
2026-08-12,MOBILE,02_Professions_NY,3,0,0.0,0.0,0,0.0
2026-08-12,MOBILE,Sales-Search-1,23,2,0.08695652173913043,6140000.0,12280000,0.0
2026-08-13,DESKTOP,01_Core_Exact_NY,12,2,0.16666666666666666,9810000.0,19620000,0.0
2026-08-13,DESKTOP,Sales-Search-1,75,2,0.02666666666666667,16005000.0,32010000,0.0
2026-08-13,MOBILE,01_Core_Exact_NY,1,0,0.0,0.0,0,0.0
2026-08-13,MOBILE,Sales-Search-1,21,1,0.047619047619047616,7930000.0,7930000,0.0
2026-08-13,TABLET,Sales-Search-1,1,0,0.0,0.0,0,0.0
2026-08-14,DESKTOP,01_Core_Exact_NY,15,1,0.06666666666666667,12210000.0,12210000,1.0
2026-08-14,DESKTOP,Sales-Search-1,26,2,0.07692307692307693,13810000.0,27620000,0.0
2026-08-14,MOBILE,01_Core_Exact_NY,5,1,0.2,770000.0,770000,0.0
2026-08-14,MOBILE,Sales-Search-1,9,1,0.1111111111111111,4210000.0,4210000,0.0
