segments.date,campaign.name,ad_group.name,search_term_view.search_term,search_term_view.status,segments.search_term_match_type,metrics.impressions,metrics.clicks,metrics.ctr,metrics.average_cpc,metrics.cost_micros,metrics.conversions
2026-09-11,01_Core_Exact_NY,Brand,business filing solutions,ADDED,EXACT,2,1,0.5,13580000.0,13580000,0.0
2026-09-11,01_Core_Exact_NY,Brand,nypllc,ADDED,EXACT,2,0,0.0,0.0,0,0.0
2026-09-11,01_Core_Exact_NY,Brand,new york state pllc,NONE,NEAR_EXACT,1,0,0.0,0.0,0,0.0
2026-09-11,01_Core_Exact_NY,Formation-Core,new york pllc,ADDED,EXACT,1,0,0.0,0.0,0,0.0
2026-09-11,01_Core_Exact_NY,Formation-Core,ny pllc formation,ADDED,EXACT,3,0,0.0,0.0,0,0.0
2026-09-11,01_Core_Exact_NY,Formation-Core,pllc new york,ADDED,EXACT,2,0,0.0,0.0,0,0.0
2026-09-11,01_Core_Exact_NY,Formation-Core,pllc nys,ADDED,EXACT,2,0,0.0,0.0,0,0.0
2026-09-11,01_Core_Exact_NY,Formation-Core,how to apply for a pllc,NONE,NEAR_EXACT,1,0,0.0,0.0,0,0.0
2026-09-11,01_Core_Exact_NY,Formation-Core,how to create a pllc in ny,NONE,NEAR_EXACT,1,1,1.0,16100000.0,16100000,0.0
2026-09-11,Sales-Search-1,NY PLLC Formation,ny pllc formation,ADDED,EXACT,1,0,0.0,0.0,0,0.0
2026-09-11,Sales-Search-1,NY PLLC Formation,nypllc,ADDED,EXACT,8,4,0.5,6592500.0,26370000,1.0
2026-09-11,Sales-Search-1,NY PLLC Formation,pllc,ADDED,EXACT,21,1,0.047619047619047616,20710000.0,20710000,0.0
2026-09-11,Sales-Search-1,NY PLLC Formation,pllc formation,ADDED,EXACT,1,0,0.0,0.0,0,0.0
2026-09-11,Sales-Search-1,NY PLLC Formation,pllc formation in new york,ADDED,EXACT,2,0,0.0,0.0,0,0.0
2026-09-11,Sales-Search-1,NY PLLC Formation,pllc ny,ADDED,EXACT,1,0,0.0,0.0,0,0.0
2026-09-11,Sales-Search-1,NY PLLC Formation,create a pllc,NONE,PHRASE,1,0,0.0,0.0,0,0.0
2026-09-11,Sales-Search-1,NY PLLC Formation,nys pllc articles of organization,NONE,PHRASE,1,0,0.0,0.0,0,0.0
2026-09-11,Sales-Search-1,NY PLLC Formation,pllc application,NONE,PHRASE,4,1,0.25,11250000.0,11250000,0.0
2026-09-11,Sales-Search-1,NY PLLC Formation,pllc com,NONE,PHRASE,3,0,0.0,0.0,0,0.0
2026-09-11,Sales-Search-1,NY PLLC Formation,metro corporate services llc,NONE,BROAD,2,0,0.0,0.0,0,0.0
2026-09-11,Sales-Search-1,NY PLLC Formation,new york llc fee,NONE,BROAD,1,0,0.0,0.0,0,0.0
2026-09-11,Sales-Search-1,NY PLLC Formation,ny state filing fee for llc,NONE,BROAD,1,0,0.0,0.0,0,0.0
2026-09-11,Sales-Search-1,NY PLLC Formation,nyllc,NONE,BROAD,2,0,0.0,0.0,0,0.0
2026-09-12,01_Core_Exact_NY,Brand,nypllc,ADDED,EXACT,3,0,0.0,0.0,0,0.0
2026-09-12,01_Core_Exact_NY,Formation-Core,pllc new york,ADDED,EXACT,2,0,0.0,0.0,0,0.0
2026-09-12,01_Core_Exact_NY,Formation-Core,how to form a pllc in ny,NONE,NEAR_EXACT,1,0,0.0,0.0,0,0.0
2026-09-12,Sales-Search-1,NY PLLC Formation,nypllc,ADDED,EXACT,3,0,0.0,0.0,0,0.0
2026-09-12,Sales-Search-1,NY PLLC Formation,nys pllc,ADDED,EXACT,2,0,0.0,0.0,0,0.0
2026-09-12,Sales-Search-1,NY PLLC Formation,nys pllc formation,ADDED,EXACT,2,0,0.0,0.0,0,0.0
